discrepancyNo,classNo,discrepancyCategory,inputName,inputList,libraryName,driverName,funcName,output,absErrs,relErrs
7,004,6,all_infInput_pos0,"[0, inf]",scipy,scipy_cephes_yve_DRIVER1,yve,nan,,
7,004,6,all_infInput_pos0,"[0, inf]",gsl,gsl_sf_bessel_Yn_DRIVER,gsl_sf_bessel_Yn,EXCEPTION: underflow ,,
8,004,6,all_nanInput_pos0,"[0, nan]",mpmath,mpmath_bessely_DRIVER1,bessely,EXCEPTION: cannot convert inf or nan to int,,
8,004,6,all_nanInput_pos0,"[0, nan]",scipy,scipy_cephes_yn_DRIVER1,yn,nan,,
8,004,6,all_nanInput_pos0,"[0, nan]",scipy,scipy_cephes_yv_DRIVER1,yv,nan,,
8,004,6,all_nanInput_pos0,"[0, nan]",scipy,scipy_cephes_yve_DRIVER1,yve,nan,,
8,004,6,all_nanInput_pos0,"[0, nan]",gsl,gsl_sf_bessel_Yn_DRIVER,gsl_sf_bessel_Yn,EXCEPTION: underflow ,,
9,004,6,all_negZeroInput_pos0,"[0, -0.0]",mpmath,mpmath_bessely_DRIVER1,bessely,-inf,,
9,004,6,all_negZeroInput_pos0,"[0, -0.0]",scipy,scipy_cephes_yn_DRIVER1,yn,-inf,,
9,004,6,all_negZeroInput_pos0,"[0, -0.0]",scipy,scipy_cephes_yv_DRIVER1,yv,-inf,,
9,004,6,all_negZeroInput_pos0,"[0, -0.0]",scipy,scipy_cephes_yve_DRIVER1,yve,nan,,
9,004,6,all_negZeroInput_pos0,"[0, -0.0]",gsl,gsl_sf_bessel_Yn_DRIVER,gsl_sf_bessel_Yn,EXCEPTION: domain error ,,
10,005,6,all_infInput_pos0,"[inf, 2.2738632088209076]",scipy,scipy_special_betaln_DRIVER0,betaln,-inf,,
10,005,6,all_infInput_pos0,"[inf, 2.2738632088209076]",gsl,gsl_sf_lnbeta_DRIVER,gsl_sf_lnbeta,nan,,
11,005,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",scipy,scipy_special_betaln_DRIVER0,betaln,nan,,
11,005,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",gsl,gsl_sf_lnbeta_DRIVER,gsl_sf_lnbeta,EXCEPTION: x too large to extract fraction part ,,
12,005,6,all_negZeroInput_pos0,"[-0.0, 2.2738632088209076]",scipy,scipy_special_betaln_DRIVER0,betaln,inf,,
12,005,6,all_negZeroInput_pos0,"[-0.0, 2.2738632088209076]",gsl,gsl_sf_lnbeta_DRIVER,gsl_sf_lnbeta,EXCEPTION: domain error ,,
13,006,6,all_infInput_pos0,[inf],scipy,scipy_cephes_y1_DRIVER0,y1,nan,,
13,006,6,all_infInput_pos0,[inf],gsl,gsl_sf_bessel_Y1_DRIVER,gsl_sf_bessel_Y1,EXCEPTION: underflow ,,
14,006,6,all_nanInput_pos0,[nan],scipy,scipy_cephes_y1_DRIVER0,y1,nan,,
14,006,6,all_nanInput_pos0,[nan],gsl,gsl_sf_bessel_Y1_DRIVER,gsl_sf_bessel_Y1,EXCEPTION: underflow ,,
15,006,6,all_negZeroInput_pos0,[-0.0],scipy,scipy_cephes_y1_DRIVER0,y1,-inf,,
15,006,6,all_negZeroInput_pos0,[-0.0],gsl,gsl_sf_bessel_Y1_DRIVER,gsl_sf_bessel_Y1,EXCEPTION: domain error ,,
16,007,6,all_infInput_pos0,"[inf, 2.2738632088209076]",mpmath,mpmath_bessely_DRIVER0,bessely,EXCEPTION: ValueError,,
16,007,6,all_infInput_pos0,"[inf, 2.2738632088209076]",scipy,scipy_cephes_yv_DRIVER0,yv,nan,,
16,007,6,all_infInput_pos0,"[inf, 2.2738632088209076]",scipy,scipy_cephes_yve_DRIVER0,yve,nan,,
16,007,6,all_infInput_pos0,"[inf, 2.2738632088209076]",gsl,gsl_sf_bessel_Ynu_DRIVER,gsl_sf_bessel_Ynu,EXCEPTION: overflow ,,
17,007,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",mpmath,mpmath_bessely_DRIVER0,bessely,EXCEPTION: ValueError,,
17,007,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",scipy,scipy_cephes_yv_DRIVER0,yv,nan,,
17,007,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",scipy,scipy_cephes_yve_DRIVER0,yve,nan,,
17,007,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",gsl,gsl_sf_bessel_Ynu_DRIVER,gsl_sf_bessel_Ynu,EXCEPTION: error ,,
18,007,6,all_negZeroInput_pos1,"[2.533265554575144, -0.0]",mpmath,mpmath_bessely_DRIVER0,bessely,-inf,,
18,007,6,all_negZeroInput_pos1,"[2.533265554575144, -0.0]",scipy,scipy_cephes_yv_DRIVER0,yv,-inf,,
18,007,6,all_negZeroInput_pos1,"[2.533265554575144, -0.0]",scipy,scipy_cephes_yve_DRIVER0,yve,nan,,
18,007,6,all_negZeroInput_pos1,"[2.533265554575144, -0.0]",gsl,gsl_sf_bessel_Ynu_DRIVER,gsl_sf_bessel_Ynu,EXCEPTION: domain error ,,
19,008,6,all_negZeroInput_pos0,[-0.0],mpmath,mpmath_digamma_DRIVER0,digamma,EXCEPTION: polygamma pole,,
19,008,6,all_negZeroInput_pos0,[-0.0],scipy,scipy_cephes_psi_DRIVER0,psi,inf,,
19,008,6,all_negZeroInput_pos0,[-0.0],gsl,gsl_sf_psi_DRIVER,gsl_sf_psi,EXCEPTION: domain error ,,
20,008,5,gsl_sf_psi_DRIVER~input_num016,[-30.0],mpmath,mpmath_digamma_DRIVER0,digamma,EXCEPTION: polygamma pole,,
20,008,5,gsl_sf_psi_DRIVER~input_num016,[-30.0],scipy,scipy_cephes_psi_DRIVER0,psi,nan,,
20,008,5,gsl_sf_psi_DRIVER~input_num016,[-30.0],gsl,gsl_sf_psi_DRIVER,gsl_sf_psi,-291444983136416.44,,
21,009,3,all_infInput_pos0,[inf],mpmath,mpmath_fp_cospi_DRIVER0,cospi,"EXCEPTION: float() argument must be a string or a number, not 'NoneType'",,
21,009,3,all_infInput_pos0,[inf],gsl,gsl_sf_cos_pi_DRIVER,gsl_sf_cos_pi,1.0,,
22,009,6,all_nanInput_pos0,[nan],mpmath,mpmath_fp_cospi_DRIVER0,cospi,"EXCEPTION: float() argument must be a string or a number, not 'NoneType'",,
22,009,6,all_nanInput_pos0,[nan],gsl,gsl_sf_cos_pi_DRIVER,gsl_sf_cos_pi,nan,,
23,010,3,all_infInput_pos0,[inf],mpmath,mpmath_airyai_DRIVER0,airyai,0.0,,
23,010,3,all_infInput_pos0,[inf],gsl,gsl_sf_airy_Ai_DRIVER,gsl_sf_airy_Ai,EXCEPTION: underflow ,,
24,010,6,all_nanInput_pos0,[nan],mpmath,mpmath_airyai_DRIVER0,airyai,EXCEPTION: essential singularity of Ai(z),,
24,010,6,all_nanInput_pos0,[nan],gsl,gsl_sf_airy_Ai_DRIVER,gsl_sf_airy_Ai,nan,,
25,010,5,mpmath_airyai_DRIVER0~inputs_num001,[1000.0],mpmath,mpmath_airyai_DRIVER0,airyai,0.0,,
25,010,5,mpmath_airyai_DRIVER0~inputs_num001,[1000.0],gsl,gsl_sf_airy_Ai_DRIVER,gsl_sf_airy_Ai,EXCEPTION: underflow ,,
26,011,6,all_infInput_pos0,[inf],scipy,scipy_cephes_y0_DRIVER0,y0,nan,,
26,011,6,all_infInput_pos0,[inf],gsl,gsl_sf_bessel_Y0_DRIVER,gsl_sf_bessel_Y0,EXCEPTION: underflow ,,
27,011,6,all_nanInput_pos0,[nan],scipy,scipy_cephes_y0_DRIVER0,y0,nan,,
27,011,6,all_nanInput_pos0,[nan],gsl,gsl_sf_bessel_Y0_DRIVER,gsl_sf_bessel_Y0,EXCEPTION: underflow ,,
28,011,6,all_negZeroInput_pos0,[-0.0],scipy,scipy_cephes_y0_DRIVER0,y0,-inf,,
28,011,6,all_negZeroInput_pos0,[-0.0],gsl,gsl_sf_bessel_Y0_DRIVER,gsl_sf_bessel_Y0,EXCEPTION: domain error ,,
29,013,6,all_infInput_pos0,"[inf, 2.2738632088209076, 1.261714742492535]",scipy,scipy_special_betainc_DRIVER0,betainc,nan,,
29,013,6,all_infInput_pos0,"[inf, 2.2738632088209076, 1.261714742492535]",scipy,scipy_cephes_btdtr_DRIVER0,btdtr,nan,,
29,013,6,all_infInput_pos0,"[inf, 2.2738632088209076, 1.261714742492535]",gsl,gsl_sf_beta_inc_DRIVER,gsl_sf_beta_inc,EXCEPTION: domain error ,,
30,013,6,all_infInput_pos3,"[0.40309273233720366, 2.542301210811698, 2.291323856929842]",scipy,scipy_special_betainc_DRIVER0,betainc,nan,,
30,013,6,all_infInput_pos3,"[0.40309273233720366, 2.542301210811698, 2.291323856929842]",scipy,scipy_cephes_btdtr_DRIVER0,btdtr,nan,,
30,013,6,all_infInput_pos3,"[0.40309273233720366, 2.542301210811698, 2.291323856929842]",gsl,gsl_sf_beta_inc_DRIVER,gsl_sf_beta_inc,EXCEPTION: domain error ,,
31,013,6,all_nanInput_pos0,"[nan, 2.2738632088209076, 1.261714742492535]",scipy,scipy_special_betainc_DRIVER0,betainc,nan,,
31,013,6,all_nanInput_pos0,"[nan, 2.2738632088209076, 1.261714742492535]",scipy,scipy_cephes_btdtr_DRIVER0,btdtr,nan,,
31,013,6,all_nanInput_pos0,"[nan, 2.2738632088209076, 1.261714742492535]",gsl,gsl_sf_beta_inc_DRIVER,gsl_sf_beta_inc,EXCEPTION: domain error ,,
32,013,6,all_negZeroInput_pos0,"[-0.0, 2.2738632088209076, 1.261714742492535]",scipy,scipy_special_betainc_DRIVER0,betainc,nan,,
32,013,6,all_negZeroInput_pos0,"[-0.0, 2.2738632088209076, 1.261714742492535]",scipy,scipy_cephes_btdtr_DRIVER0,btdtr,nan,,
32,013,6,all_negZeroInput_pos0,"[-0.0, 2.2738632088209076, 1.261714742492535]",gsl,gsl_sf_beta_inc_DRIVER,gsl_sf_beta_inc,EXCEPTION: domain error ,,
33,014,3,all_infInput_pos1,"[2.533265554575144, inf]",scipy,scipy_special_ive_DRIVER0,ive,nan,,
33,014,3,all_infInput_pos1,"[2.533265554575144, inf]",gsl,gsl_sf_bessel_Inu_scaled_DRIVER,gsl_sf_bessel_Inu_scaled,0.0,,
34,014,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",scipy,scipy_special_ive_DRIVER0,ive,nan,,
34,014,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",gsl,gsl_sf_bessel_Inu_scaled_DRIVER,gsl_sf_bessel_Inu_scaled,EXCEPTION: error ,,
35,014,6,all_negInfInput_pos0,"[-inf, 2.2738632088209076]",scipy,scipy_special_ive_DRIVER0,ive,nan,,
35,014,6,all_negInfInput_pos0,"[-inf, 2.2738632088209076]",gsl,gsl_sf_bessel_Inu_scaled_DRIVER,gsl_sf_bessel_Inu_scaled,EXCEPTION: domain error ,,
36,015,3,all_infInput_pos0,[inf],mpmath,mpmath_fp_erfc_DRIVER0,erfc,0.0,,
36,015,3,all_infInput_pos0,[inf],scipy,scipy_cephes_erfc_DRIVER0,erfc,0.0,,
36,015,3,all_infInput_pos0,[inf],gsl,gsl_sf_erfc_DRIVER,gsl_sf_erfc,nan,,
37,016,6,all_negInfInput_pos0,[-inf],mpmath,mpmath_log_DRIVER0,log,"EXCEPTION: float() argument must be a string or a number, not 'mpc'",,
37,016,6,all_negInfInput_pos0,[-inf],mpmath,mpmath_ln_DRIVER0,ln,"EXCEPTION: float() argument must be a string or a number, not 'mpc'",,
37,016,6,all_negInfInput_pos0,[-inf],gsl,gsl_sf_log_DRIVER,gsl_sf_log,EXCEPTION: domain error ,,
37,016,6,all_negInfInput_pos0,[-inf],gsl,gsl_sf_log_abs_DRIVER,gsl_sf_log_abs,inf,,
38,016,6,all_negZeroInput_pos0,[-0.0],mpmath,mpmath_log_DRIVER0,log,-inf,,
38,016,6,all_negZeroInput_pos0,[-0.0],mpmath,mpmath_ln_DRIVER0,ln,-inf,,
38,016,6,all_negZeroInput_pos0,[-0.0],gsl,gsl_sf_log_DRIVER,gsl_sf_log,EXCEPTION: domain error ,,
38,016,6,all_negZeroInput_pos0,[-0.0],gsl,gsl_sf_log_abs_DRIVER,gsl_sf_log_abs,EXCEPTION: domain error ,,
39,017,3,all_infInput_pos0,[inf],mpmath,mpmath_sincpi_DRIVER0,sincpi,0.0,,
39,017,3,all_infInput_pos0,[inf],scipy,scipy_special_sinc_DRIVER0,sinc,EXCEPTION: invalid value encountered in sin,,
39,017,3,all_infInput_pos0,[inf],gsl,gsl_sf_sinc_DRIVER,gsl_sf_sinc,nan,,
40,017,4,gsl_sf_sinc_DRIVER~input_num01,[-507.0],mpmath,mpmath_sincpi_DRIVER0,sincpi,0.0,"{'mpmath/scipy': 7.69002312928938e-17, 'mpmath/gsl': 7.690023129289355e-17, 'scipy/gsl': 2.588449845256445e-31}","{'mpmath/scipy': 1.538004625857876e-08, 'mpmath/gsl': 1.538004625857871e-08, 'scipy/gsl': 5.17689969051289e-23}"
40,017,4,gsl_sf_sinc_DRIVER~input_num01,[-507.0],scipy,scipy_special_sinc_DRIVER0,sinc,7.69002312928938e-17,"{'mpmath/scipy': 7.69002312928938e-17, 'mpmath/gsl': 7.690023129289355e-17, 'scipy/gsl': 2.588449845256445e-31}","{'mpmath/scipy': 1.538004625857876e-08, 'mpmath/gsl': 1.538004625857871e-08, 'scipy/gsl': 5.17689969051289e-23}"
40,017,4,gsl_sf_sinc_DRIVER~input_num01,[-507.0],gsl,gsl_sf_sinc_DRIVER,gsl_sf_sinc,7.690023129289355e-17,"{'mpmath/scipy': 7.69002312928938e-17, 'mpmath/gsl': 7.690023129289355e-17, 'scipy/gsl': 2.588449845256445e-31}","{'mpmath/scipy': 1.538004625857876e-08, 'mpmath/gsl': 1.538004625857871e-08, 'scipy/gsl': 5.17689969051289e-23}"
41,017,4,gsl_sf_sinc_DRIVER~input_num010,[65619.0],mpmath,mpmath_sincpi_DRIVER0,sincpi,0.0,"{'mpmath/scipy': 1.4632593865729267e-17, 'mpmath/gsl': 1.4632593865729526e-17, 'scipy/gsl': 2.588449845256445e-31}","{'mpmath/scipy': 2.9265187731458535e-09, 'mpmath/gsl': 2.9265187731459052e-09, 'scipy/gsl': 5.17689969051289e-23}"
41,017,4,gsl_sf_sinc_DRIVER~input_num010,[65619.0],scipy,scipy_special_sinc_DRIVER0,sinc,-1.4632593865729267e-17,"{'mpmath/scipy': 1.4632593865729267e-17, 'mpmath/gsl': 1.4632593865729526e-17, 'scipy/gsl': 2.588449845256445e-31}","{'mpmath/scipy': 2.9265187731458535e-09, 'mpmath/gsl': 2.9265187731459052e-09, 'scipy/gsl': 5.17689969051289e-23}"
41,017,4,gsl_sf_sinc_DRIVER~input_num010,[65619.0],gsl,gsl_sf_sinc_DRIVER,gsl_sf_sinc,-1.4632593865729526e-17,"{'mpmath/scipy': 1.4632593865729267e-17, 'mpmath/gsl': 1.4632593865729526e-17, 'scipy/gsl': 2.588449845256445e-31}","{'mpmath/scipy': 2.9265187731458535e-09, 'mpmath/gsl': 2.9265187731459052e-09, 'scipy/gsl': 5.17689969051289e-23}"
42,018,3,all_infInput_pos0,[inf],mpmath,mpmath_ci_DRIVER0,ci,0.0,,
42,018,3,all_infInput_pos0,[inf],gsl,gsl_sf_Ci_DRIVER,gsl_sf_Ci,nan,,
43,018,6,all_negZeroInput_pos0,[-0.0],mpmath,mpmath_ci_DRIVER0,ci,-inf,,
43,018,6,all_negZeroInput_pos0,[-0.0],gsl,gsl_sf_Ci_DRIVER,gsl_sf_Ci,EXCEPTION: domain error ,,
44,020,3,all_infInput_pos0,[inf],mpmath,mpmath_fp_e1_DRIVER0,e1,0.0,,
44,020,3,all_infInput_pos0,[inf],scipy,scipy_cephes_exp1_DRIVER0,exp1,0.0,,
44,020,3,all_infInput_pos0,[inf],gsl,gsl_sf_expint_E1_DRIVER,gsl_sf_expint_E1,EXCEPTION: underflow ,,
45,020,1,all_nanInput_pos0,[nan],mpmath,mpmath_fp_e1_DRIVER0,e1,EXCEPTION: TIMEOUT,,
45,020,1,all_nanInput_pos0,[nan],scipy,scipy_cephes_exp1_DRIVER0,exp1,nan,,
45,020,1,all_nanInput_pos0,[nan],gsl,gsl_sf_expint_E1_DRIVER,gsl_sf_expint_E1,EXCEPTION: underflow ,,
46,020,6,all_negInfInput_pos0,[-inf],mpmath,mpmath_fp_e1_DRIVER0,e1,EXCEPTION: can't convert complex to float,,
46,020,6,all_negInfInput_pos0,[-inf],scipy,scipy_cephes_exp1_DRIVER0,exp1,nan,,
46,020,6,all_negInfInput_pos0,[-inf],gsl,gsl_sf_expint_E1_DRIVER,gsl_sf_expint_E1,EXCEPTION: overflow ,,
47,020,6,all_negZeroInput_pos0,[-0.0],mpmath,mpmath_fp_e1_DRIVER0,e1,inf,,
47,020,6,all_negZeroInput_pos0,[-0.0],scipy,scipy_cephes_exp1_DRIVER0,exp1,inf,,
47,020,6,all_negZeroInput_pos0,[-0.0],gsl,gsl_sf_expint_E1_DRIVER,gsl_sf_expint_E1,EXCEPTION: domain error ,,
48,021,3,all_infInput_pos0,"[0, inf]",scipy,scipy_special_ive_DRIVER1,ive,nan,,
48,021,3,all_infInput_pos0,"[0, inf]",gsl,gsl_sf_bessel_In_scaled_DRIVER,gsl_sf_bessel_In_scaled,0.0,,
49,022,6,all_infInput_pos0,[inf],mpmath,mpmath_fp_loggamma_DRIVER0,loggamma,nan,,
49,022,6,all_infInput_pos0,[inf],scipy,scipy_cephes_gammaln_DRIVER0,gammaln,inf,,
49,022,6,all_infInput_pos0,[inf],scipy,scipy_loggamma_DRIVER0,loggamma,inf,,
49,022,6,all_infInput_pos0,[inf],gsl,gsl_sf_lngamma_DRIVER,gsl_sf_lngamma,inf,,
50,022,6,all_nanInput_pos0,[nan],mpmath,mpmath_fp_loggamma_DRIVER0,loggamma,nan,,
50,022,6,all_nanInput_pos0,[nan],scipy,scipy_cephes_gammaln_DRIVER0,gammaln,nan,,
50,022,6,all_nanInput_pos0,[nan],scipy,scipy_loggamma_DRIVER0,loggamma,nan,,
50,022,6,all_nanInput_pos0,[nan],gsl,gsl_sf_lngamma_DRIVER,gsl_sf_lngamma,EXCEPTION: error ,,
51,022,6,all_negZeroInput_pos0,[-0.0],mpmath,mpmath_fp_loggamma_DRIVER0,loggamma,EXCEPTION: math domain error,,
51,022,6,all_negZeroInput_pos0,[-0.0],scipy,scipy_cephes_gammaln_DRIVER0,gammaln,inf,,
51,022,6,all_negZeroInput_pos0,[-0.0],scipy,scipy_loggamma_DRIVER0,loggamma,inf,,
51,022,6,all_negZeroInput_pos0,[-0.0],gsl,gsl_sf_lngamma_DRIVER,gsl_sf_lngamma,EXCEPTION: domain error ,,
52,023,3,all_infInput_pos0,"[0, inf]",mpmath,mpmath_expint_DRIVER1,expint,0.0,,
52,023,3,all_infInput_pos0,"[0, inf]",scipy,scipy_cephes_expn_DRIVER1,expn,0.0,,
52,023,3,all_infInput_pos0,"[0, inf]",gsl,gsl_sf_expint_En_DRIVER,gsl_sf_expint_En,EXCEPTION: underflow ,,
53,023,6,all_nanInput_pos0,"[0, nan]",mpmath,mpmath_expint_DRIVER1,expint,"EXCEPTION: float() argument must be a string or a number, not 'mpc'",,
53,023,6,all_nanInput_pos0,"[0, nan]",scipy,scipy_cephes_expn_DRIVER1,expn,nan,,
53,023,6,all_nanInput_pos0,"[0, nan]",gsl,gsl_sf_expint_En_DRIVER,gsl_sf_expint_En,nan,,
54,023,6,all_negInfInput_pos0,"[0, -inf]",mpmath,mpmath_expint_DRIVER1,expint,"EXCEPTION: float() argument must be a string or a number, not 'mpc'",,
54,023,6,all_negInfInput_pos0,"[0, -inf]",scipy,scipy_cephes_expn_DRIVER1,expn,inf,,
54,023,6,all_negInfInput_pos0,"[0, -inf]",gsl,gsl_sf_expint_En_DRIVER,gsl_sf_expint_En,nan,,
55,023,6,all_negZeroInput_pos0,"[0, -0.0]",mpmath,mpmath_expint_DRIVER1,expint,inf,,
55,023,6,all_negZeroInput_pos0,"[0, -0.0]",scipy,scipy_cephes_expn_DRIVER1,expn,inf,,
55,023,6,all_negZeroInput_pos0,"[0, -0.0]",gsl,gsl_sf_expint_En_DRIVER,gsl_sf_expint_En,EXCEPTION: domain error ,,
56,023,5,mpmath_expint_DRIVER1~inputs_num011,"[1000000, 1000000.0]",mpmath,mpmath_expint_DRIVER1,expint,EXCEPTION: Hypergeometric series converges too slowly. Try increasing maxterms.,,
56,023,5,mpmath_expint_DRIVER1~inputs_num011,"[1000000, 1000000.0]",scipy,scipy_cephes_expn_DRIVER1,expn,0.0,,
56,023,5,mpmath_expint_DRIVER1~inputs_num011,"[1000000, 1000000.0]",gsl,gsl_sf_expint_En_DRIVER,gsl_sf_expint_En,EXCEPTION: underflow ,,
57,024,6,all_infInput_pos0,"[inf, 2.2738632088209076]",mpmath,mpmath_besselj_DRIVER0,besselj,EXCEPTION: ValueError,,
57,024,6,all_infInput_pos0,"[inf, 2.2738632088209076]",scipy,scipy_special_jn_DRIVER0,jn,nan,,
57,024,6,all_infInput_pos0,"[inf, 2.2738632088209076]",scipy,scipy_special_jve_DRIVER0,jve,nan,,
57,024,6,all_infInput_pos0,"[inf, 2.2738632088209076]",scipy,scipy_cephes_jv_DRIVER0,jv,nan,,
57,024,6,all_infInput_pos0,"[inf, 2.2738632088209076]",gsl,gsl_sf_bessel_Jnu_DRIVER,gsl_sf_bessel_Jnu,nan,,
58,024,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",mpmath,mpmath_besselj_DRIVER0,besselj,EXCEPTION: ValueError,,
58,024,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",scipy,scipy_special_jn_DRIVER0,jn,nan,,
58,024,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",scipy,scipy_special_jve_DRIVER0,jve,nan,,
58,024,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",scipy,scipy_cephes_jv_DRIVER0,jv,nan,,
58,024,6,all_nanInput_pos0,"[nan, 2.2738632088209076]",gsl,gsl_sf_bessel_Jnu_DRIVER,gsl_sf_bessel_Jnu,EXCEPTION: error ,,
59,024,5,all_negZeroInput_pos1,"[2.533265554575144, -0.0]",mpmath,mpmath_besselj_DRIVER0,besselj,0.0,,
59,024,5,all_negZeroInput_pos1,"[2.533265554575144, -0.0]",scipy,scipy_special_jn_DRIVER0,jn,0.0,,
59,024,5,all_negZeroInput_pos1,"[2.533265554575144, -0.0]",scipy,scipy_special_jve_DRIVER0,jve,0.0,,
59,024,5,all_negZeroInput_pos1,"[2.533265554575144, -0.0]",scipy,scipy_cephes_jv_DRIVER0,jv,0.0,,
59,024,5,all_negZeroInput_pos1,"[2.533265554575144, -0.0]",gsl,gsl_sf_bessel_Jnu_DRIVER,gsl_sf_bessel_Jnu,EXCEPTION: domain error ,,
60,025,3,all_infInput_pos0,"[inf, 2.2738632088209076]",scipy,scipy_special_gammaincc_DRIVER0,gammaincc,nan,,
60,025,3,all_infInput_pos0,"[inf, 2.2738632088209076]",gsl,gsl_sf_gamma_inc_Q_DRIVER,gsl_sf_gamma_inc_Q,1.0,,
61,025,6,all_negInfInput_pos0,"[-inf, 2.2738632088209076]",scipy,scipy_special_gammaincc_DRIVER0,gammaincc,nan,,
61,025,6,all_negInfInput_pos0,"[-inf, 2.2738632088209076]",gsl,gsl_sf_gamma_inc_Q_DRIVER,gsl_sf_gamma_inc_Q,EXCEPTION: domain error ,,
62,025,5,all_negZeroInput_pos0,"[-0.0, 2.2738632088209076]",scipy,scipy_special_gammaincc_DRIVER0,gammaincc,nan,,
62,025,5,all_negZeroInput_pos0,"[-0.0, 2.2738632088209076]",gsl,gsl_sf_gamma_inc_Q_DRIVER,gsl_sf_gamma_inc_Q,0.0,,
63,026,3,all_infInput_pos0,"[0, inf]",scipy,scipy_spherical_jn_DRIVER1,spherical_jn,0.0,,
63,026,3,all_infInput_pos0,"[0, inf]",gsl,gsl_sf_bessel_jl_DRIVER,gsl_sf_bessel_jl,nan,,
64,027,6,all_infInput_pos0,"[0, inf]",mpmath,mpmath_besselj_DRIVER1,besselj,EXCEPTION: unsupported operand type(s) for //: 'mpf' and 'int',,
64,027,6,all_infInput_pos0,"[0, inf]",scipy,scipy_special_jn_DRIVER1,jn,nan,,
64,027,6,all_infInput_pos0,"[0, inf]",scipy,scipy_special_jve_DRIVER1,jve,nan,,
64,027,6,all_infInput_pos0,"[0, inf]",scipy,scipy_cephes_jv_DRIVER1,jv,nan,,
64,027,6,all_infInput_pos0,"[0, inf]",gsl,gsl_sf_bessel_Jn_DRIVER,gsl_sf_bessel_Jn,nan,,
65,027,6,all_nanInput_pos0,"[0, nan]",mpmath,mpmath_besselj_DRIVER1,besselj,EXCEPTION: cannot convert inf or nan to int,,
65,027,6,all_nanInput_pos0,"[0, nan]",scipy,scipy_special_jn_DRIVER1,jn,nan,,
65,027,6,all_nanInput_pos0,"[0, nan]",scipy,scipy_special_jve_DRIVER1,jve,nan,,
65,027,6,all_nanInput_pos0,"[0, nan]",scipy,scipy_cephes_jv_DRIVER1,jv,nan,,
65,027,6,all_nanInput_pos0,"[0, nan]",gsl,gsl_sf_bessel_Jn_DRIVER,gsl_sf_bessel_Jn,nan,,
66,028,3,all_infInput_pos0,[inf],scipy,scipy_cephes_dawsn_DRIVER0,dawsn,0.0,,
